X1,X2,X3,X4,Y1,Y2
-14.43583,-17.51525,-8.30079,-0.77358,1,1
-12.72947,-13.13055,-1.53707,-0.77014,1,0
-11.41425,-13.10097,1.71223,-0.74864,1,0
16.1999,0,16.1999,0,0,0
15.01,0,15.01,0,0,0
15.08589,-0.71021,15.37846,0,0,0
4.03387,0,4.19408,-0.70517,0,0
15.49464,-0.28027,16.01845,-0.83017,0,0
19.17425,-1.20185,19.92337,-0.84068,0,0
23.75493,0,24.34904,-1.88515,0,0
28.71208,0,29.40004,-1.08804,0,0
27.29771,0,28.22927,-1.26112,0,0
24.01152,0,24.6829,-0.87912,0,0
22.17716,0,22.9245,-1.09973,0,0
21.57837,0,22.2779,-1.02872,0,0
21.80072,0,22.55636,-1.03565,0,0
15.80704,0,16.34309,-0.82509,0,0
15.89016,0,16.4716,-0.73539,0,0
18.37966,0,18.99903,-0.76187,0,0
21.39522,0,22.04784,-0.93236,0,0
22.09229,0,22.7779,-1.01643,0,0
29.13256,0,30.07388,-1.61643,0,0
24.89402,0,26.05613,-1.70418,0,0
15.23056,0,16.07107,-1.43169,0,0
16.98472,-3.70462,17.94477,-1.46691,1,0
19.17098,-2.59048,21.80491,-1.24738,0,0
19.48614,-2.87503,22.40266,-1.31985,0,0
19.77848,-1.31761,20.79975,-1.25312,0,0
21.93579,0,22.9622,-1.04429,0,0
24.11367,0,25.01678,-1.00997,0,0
25.53655,0,26.35351,-1.32717,0,0
28.47706,0,29.35175,-27.39091,0,0
28.74455,0,29.40017,-0.93121,0,0
33.23939,0,33.79017,-0.61319,0,0
30.52347,0,31.0703,-0.78586,0,0
32.30022,0,33.064,-0.93038,0,0
26.8785,0,27.61301,-0.96157,0,0
25.41309,0,26.14516,-1.0008,0,0
25.60994,0,26.26391,-1.38365,0,0
26.52639,0,27.26808,-0.94508,0,0
27.58803,0,28.41197,-1.00499,0,0
26.7921,0,27.63211,-1.0535,0,0
26.79906,0,27.70223,-0.93599,0,0
26.55013,0,27.46755,-1.08333,0,0
25.81304,0,26.67187,-1.03448,0,0
25.95376,0,26.85057,-1.03691,0,0
24.47694,0,25.54737,-1.19483,0,0
22.41716,0,23.51779,-1.23972,0,0
25.82088,0,27.05173,-1.38194,0,0
24.83297,0,26.0878,-1.32879,1,0
25.60275,0,26.73277,-1.25469,0,0
24.70193,-0.21133,25.74727,-1.0888,0,0
22.50371,-0.52265,23.98613,-1.22642,1,0
25.87371,0,26.89854,-1.61368,0,0
29.94496,-6.33235,31.05679,-1.62268,0,0
26.86917,-6.74484,28.44113,-1.24488,0,0
27.25899,-0.51512,28.67236,-32.9,0,0
37.14966,-2.42675,40.78781,-5.16239,0,0
33.05142,0,33.73971,-0.93188,0,0
31.46553,0,32.28559,-1.05153,0,0
28.41415,0,29.22064,-1.19863,0,0
25.42413,0,26.03331,-1.45005,0,0
25.01704,0,25.67431,-0.92753,0,0
25.59198,0,25.90281,-0.54827,1,0
24.50262,0,24.82284,-0.39921,1,0
25.1102,0,25.53407,-0.47038,1,0
24.19081,0,24.64426,-0.51695,0,0
24.28638,0,24.67877,-0.49195,0,0
22.49564,0,22.84285,-0.38085,0,0
27.56772,0,27.87103,-0.37703,1,0
25.68044,0,26.30923,-0.64815,0,0
12.43082,0,12.90977,-0.87772,1,0
1.14396,0,1.19437,-0.86174,1,0
17.88566,0,18.59023,-0.82654,0,0
22.31073,0,23.03875,-0.85373,0,0
24.76545,0,25.30444,-0.69206,0,0
26.77284,0,27.40872,-0.69909,0,0
27.0006,0,27.53477,-0.67652,0,0
28.58847,0,29.06514,-0.66258,0,0
29.95725,0,30.39185,-0.48541,0,0
31.62927,0,32.0264,-0.68307,0,0
32.83703,0,33.09183,-0.41364,0,0
29.26727,-8.7875,32.88449,-0.32291,0,0
24.68222,-11.82485,31.51528,-0.35309,0,0
27.48983,-15.88185,31.43675,-0.6481,0,0
25.93314,-2.53075,26.56812,-0.77137,0,0
25.27618,0,25.77362,-0.80369,0,0
25.16939,0,25.60988,-0.75118,0,0
25.56315,0,26.19712,-0.64905,0,0
25.25808,0,25.85799,-0.66257,0,0
26.74015,0,27.30816,-0.68108,0,0
24.8409,0,25.35821,-0.57147,0,0
24.372,0,24.89479,-0.59296,0,0
27.29014,0,27.83288,-0.75004,0,0
26.0149,0,26.89755,-0.92711,0,0
22.46398,0,23.43171,-1.08044,0,0
22.20246,0,23.2779,-1.08578,1,1
24.25698,0,25.32837,-1.229,0,0
26.00878,0,27.0474,-1.18346,0,0
26.68554,0,27.55063,-1.25674,0,0
30.0922,0,30.92724,-1.00809,0,0
29.99609,0,30.66772,-0.9676,0,0
25.04985,-13.24929,29.47285,-0.54829,0,0
22.45263,-10.98984,31.54141,-0.51108,0,0
25.98616,-6.00162,31.65512,-0.44729,0,0
24.91355,-20.9565,35.46864,0.07803,0,0
23.43313,-8.86723,32.14926,0,0,0
28.60182,0,28.82086,-0.23456,0,0
28.27378,0,28.5738,-0.3036,0,0
26.20077,0,26.62409,-0.67708,0,0
27.4105,0,27.91009,-0.6914,0,0
25.96,0,25.96,0,0,0
25.88794,0,26.45946,-0.6458,0,0
25.46556,0,26.11852,-0.73725,0,0
25.62114,0,26.30238,-0.68831,0,0
25.54096,0,26.19854,-0.65842,0,0
25.02241,0,25.68245,-0.88286,0,0
25.85892,0,26.54097,-0.82783,0,0
22.13971,0,22.94746,-0.93225,0,0
10.64394,0,11.14315,-1.11186,0,0
12.41026,-1.41072,12.98687,-1.14823,0,0
19.20113,0,20.04712,-1.09935,1,0
5.02237,-7.43882,12.44874,-1.11277,0,0
22.17473,0,22.97661,-0.91293,0,0
24.22945,0,25.06149,-0.86931,0,0
25.8843,0,26.58071,-1.03591,0,0
27.78929,0,28.24376,-0.6811,0,0
30.26735,0,30.51145,-0.55192,0,0
27.23985,0,27.23168,0.00817,0,0
31.57299,0,31.47855,0.09444,0,0
28.88359,0,28.71703,0.10334,0,0
29.40682,0,29.51603,-0.11443,0,0
25.82229,0,26.15445,-0.34969,0,0
24.51121,0,24.9199,-0.44944,0,0
22.51053,0,22.7471,-0.31157,0,0
19.55577,0,19.55577,-0.34326,0,0
19.57308,0,19.90955,-0.45261,0,0
19.81845,0,20.20642,-0.59384,0,0
22.04942,0,22.56388,-0.56592,0,0
23.40571,0,24.0231,-0.6765,0,0
24.30629,0,24.90143,-0.63201,0,0
22.17566,0,22.69074,-0.58876,1,0
19.86821,0,20.5123,-0.92562,1,0
-17.27614,-5.56261,-16.50692,-0.83152,1,1
-14.52791,-18.45991,-9.12223,-0.41597,1,0
-10.90379,-17.48828,5.69366,-0.27966,1,0
-8.17517,-14.2037,4.46492,-0.68166,1,0
16.49185,-0.04273,16.97566,-0.65947,1,0
19.27573,0,19.84733,-0.71005,1,0
17.56477,0,17.93604,-0.45692,1,0
21.66258,0,21.99024,-0.38194,0,0
21.49708,0,21.74277,-0.39848,0,0
20.4797,0,20.66987,-0.30383,0,0
26.90274,0,26.94046,-0.11236,0,0
25.33012,0,25.46764,-0.23727,0,0
25.73433,0,26.01266,-0.30782,0,0
21.62017,0,21.84297,-0.32106,0,0
21.10448,0,21.48257,-0.54886,0,0
17.16735,0,17.53201,-0.61131,0,0
22.57335,0,23.23795,-0.83179,0,0
21.74396,0,22.26952,-0.62021,0,0
27.42815,0,28.1199,-0.87004,0,0
25.03197,0,25.75835,-0.82421,1,1
25.76292,0,26.48599,-0.8429,0,0
25.76288,0,26.51593,-0.8956,0,0
25.79947,0,26.52902,-1.18636,0,0
27.07393,0,28.06752,-1.11791,0,0
22.04904,0,23.0085,-1.28099,0,0
19.86029,-0.18214,20.757,-1.02167,1,1
22.74471,-0.29635,23.77608,-1.03303,1,1
11.96333,-3.68853,15.82999,-0.96769,1,1
16.9982,-0.98031,17.55287,-0.78274,0,0
1.74313,-7.95404,8.83391,-0.65239,0,0
16.99504,0,17.49541,-0.60625,0,0
17.77478,0,18.26802,-0.56187,0,0
21.51751,0,21.96785,-0.46063,0,0
18.94617,0,19.17823,-0.23568,0,0
25.3415,0,25.38211,-0.04071,0,0
27.82595,0,27.84265,-0.04055,0,0
28.27879,0,28.36672,-0.10486,0,0
22.71991,0,22.90775,-0.27091,0,0
23.43396,0,23.71378,-0.53592,0,0
22.0072,0,22.30173,-0.34136,0,0
25.29747,0,25.72712,-0.53892,0,0
22.57901,0,22.96015,-0.45172,0,0
23.38211,0,23.73336,-0.39715,0,0
24.13448,0,24.47716,-0.3819,0,0
26.63896,0,27.0364,-0.41174,0,0
27.24721,0,27.65372,-0.47796,0,0
27.28696,0,27.8268,-1.01385,0,0
27.03265,0,27.95806,-1.3117,0,0
23.5137,0,24.36653,-1.06475,0,0
25.06133,0,26.06212,-1.11238,0,0
20.22414,-2.49964,23.26355,-0.98908,0,0
4.85574,-6.99753,11.8675,-0.85595,1,0
2.64641,-9.13418,11.84574,-0.7094,1,0
-11.76673,-15.60558,3.00761,-0.71614,1,0
-11.99118,-13.95207,1.95913,-0.37947,1,0
-11.50289,-15.70468,4.25454,-0.60322,1,0
-14.91251,-12.58292,-9.88255,-0.62472,1,0
16.87213,0,17.28065,-0.52078,0,0
23.62686,0,23.99641,-0.46461,0,0
29.13389,0,29.56855,-19.20959,0,0
27.69498,0,28.18541,-0.89005,0,0
23.89424,0,24.37442,-0.59457,0,0
24.2322,0,24.7773,-0.69392,0,0
23.13394,0,23.71496,-0.67327,0,0
23.31929,0,23.94178,-0.68613,0,0
23.37763,0,23.97706,-0.7638,0,0
23.38611,0,24.00792,-0.72296,0,0
23.48972,0,24.12419,-0.70912,0,0
23.51406,0,24.13431,-0.76105,0,0
21.5539,0,22.03425,-0.69464,0,0
22.4001,0,22.4001,0,0,0
18.62928,0,19.32097,-0.82559,0,0
14.38096,0,15.09337,-0.92213,0,0
-14.33476,-17.35671,2.51586,-1.19583,1,0
-11.29868,-17.20517,3.59512,-0.5439,1,0
-11.76033,-15.56033,2.06858,-0.58216,1,0
-7.84362,-14.00798,6.27353,-0.82982,1,0
7.88039,-6.59127,14.71147,-0.85112,0,0
16.92403,-2.91582,19.32167,-0.86266,0,0
9.67387,-17.45414,16.96099,-0.86787,0,0
17.21949,-11.84124,24.0506,-0.83151,0,0
22.85077,0,23.50419,-1.03711,0,0
27.09505,0,27.57485,-0.59422,0,0
29.73715,0,30.23912,-0.63288,0,0
29.90782,0,30.43434,-0.62217,0,0
24.39619,0,24.8687,-0.62157,0,0
22.49781,0,23.0039,-0.77354,0,0
23.41259,0,23.85631,-0.62967,0,0
22.92829,0,22.92829,0,0,0
23.45993,0,23.95337,-0.53829,0,0
23.39351,0,23.84903,-0.53505,0,0
24.18804,0,24.64646,-0.49844,0,0
23.90268,0,24.34081,-0.58485,0,0
22.92196,0,23.33261,-0.59455,0,0
24.79054,0,25.27069,-0.73175,0,0
22.17853,0,22.92829,-0.88303,0,0
15.96603,0,16.67122,-1.09726,0,0
-11.62053,-19.85102,5.26535,-1.13595,1,0
-11.18769,-17.3504,6.25212,-0.96488,1,0
-11.32746,-17.1379,5.50923,-0.56682,1,0
-2.83266,-12.51035,9.77741,-0.78753,1,0
-10.49973,-16.11458,5.65899,-0.8899,1,0
22.28449,-0.97519,23.05689,-1.00235,0,0
24.74723,0,25.54685,-0.8548,0,0
24.748,0,25.4845,-1.47711,0,0
27.27683,0,27.98485,-1.21883,0,0
29.74628,0,30.23303,-0.86057,0,0
28.12862,0,28.79671,-0.78697,0,0
27.12142,0,27.81113,-0.82215,0,0
28.90726,0,29.57869,-0.85919,0,0
25.37962,0,26.00104,-1.2104,0,0
23.33961,0,24.04658,-0.87716,0,0
25.19702,0,25.95223,-0.84271,0,0
21.89184,0,22.68819,-0.94553,0,0
24.5053,0,25.39936,-1.00476,0,0
24.89224,0,25.77637,-0.98527,0,0
24.26048,0,25.17693,-1.0104,0,0
23.36796,0,24.20798,-0.99598,0,0
23.32255,0,24.02653,-0.98973,0,0
20.78221,0,21.63462,-1.12093,0,0
16.55529,0,17.44498,-1.19428,0,0
17.39787,-1.86124,18.43308,-1.24303,0,0
15.40118,-1.5582,16.19813,-1.22001,0,0
19.30159,-1.70018,21.12903,-1.16019,0,0
22.5057,-1.30556,23.49974,-1.12906,0,0
22.05869,0,22.98019,-1.14093,0,0
23.53077,0,24.57265,-1.27105,0,0
25.37144,0,26.36268,-1.88394,0,0
26.18558,0,27.20863,-1.68204,0,0
27.50656,0,28.46586,-1.42012,0,0
27.354,0,28.041,-1.24758,0,0
26.6972,0,27.44084,-0.767,0,0
25.79042,0,26.53336,-0.83638,0,0
26.51825,0,27.34686,-0.94549,0,0
26.53067,0,27.46162,-1.46716,0,0
25.19567,0,26.08518,-1.42916,0,0
20.19794,0,20.85703,-0.97209,0,0
11.65827,0,12.0686,-0.77814,0,0
17.99906,0,18.66154,-0.88984,0,0
22.70931,0,23.53052,-1.02863,0,0
24.34869,0,25.24634,-0.96195,0,0
23.79329,0,24.62564,-0.98401,0,0
24.13914,0,24.9655,-1.10644,0,0
18.94481,0,19.90838,-1.41034,0,0
-22.57733,-22.29347,-9.71343,-1.17135,1,1
-16.21218,-19.21917,-9.9848,-0.48826,1,0
-16.26805,-18.817,-10.42345,-0.55661,1,1
-16.44107,-18.41754,-10.85476,-0.59701,1,1
-16.0742,-16.94125,-9.09541,-0.77019,1,1
-7.84193,-14.90399,7.19737,-0.99943,1,0
18.70531,-3.13457,21.506,-1.07802,0,0
24.50213,0,25.40397,-2.0762,0,0
26.80631,0,27.87098,-2.02555,0,0
26.04079,0,26.73318,-5.28635,0,0
30.42231,0,31.00521,-0.75463,0,0
32.81711,0,33.43092,-0.77107,0,0
25.82537,0,26.57752,-1.00641,1,0
25.81063,0,26.66388,-1.19615,1,0
24.80857,0,25.67112,-1.32379,1,0
24.58187,0,25.28478,-1.09438,1,0
22.3293,0,22.79431,-0.63999,1,0
19.68545,0,20.03608,-0.47946,1,0
22.02124,0,22.57894,-0.63522,1,0
22.96011,0,23.51507,-0.55603,1,0
23.3581,0,23.96195,-0.62569,1,0
22.65456,0,23.12633,-0.54699,1,0
23.01183,0,23.54392,-0.56253,1,0
0.0094,0,0.00971,-0.62124,1,1
-24.43822,0,-23.33227,-1.11363,1,1
-17.4215,-5.46135,-16.62198,-0.79952,1,1
-16.15828,-19.45829,0.44472,-0.18083,1,0
-14.31981,-17.50995,3.23248,-0.51346,1,0
15.26215,-4.61551,16.97909,-1.07706,0,0
19.47998,0,20.23894,-0.95402,0,0
25.89684,0,26.70327,-1.97794,0,0
35.82529,0,36.93329,-1.84266,0,0
33.12877,0,33.76008,-0.83345,0,0
34.54158,0,35.1068,-2.71907,0,0
36.09705,0,36.52069,-0.66591,0,0
25.31702,-20.42876,30.93982,-1.03709,0,0
26.34494,-24.33961,34.79965,-0.99245,1,0
25.22701,0,25.81825,-0.82017,1,0
21.95632,0,22.65407,-0.90208,1,0
19.13584,0,19.68101,-0.96089,1,0
22.51983,0,23.12572,-0.77065,0,0
23.54717,0,24.1807,-0.74054,0,0
22.89161,0,23.46654,-0.65705,0,0
23.34721,0,23.95814,-0.63927,0,0
23.34991,0,23.94863,-0.72254,0,0
24.24711,0,24.88415,-0.95867,0,0
24.75058,0,25.42955,-0.88091,1,0
24.76114,0,25.844,-1.23043,0,0
20.94127,0,21.97405,-1.36423,1,0
4.43332,-16.36275,20.99128,-1.51219,1,0
24.11915,-11.08768,28.2911,-1.59565,1,0
28.24062,-2.20525,31.68966,-9.20981,1,0
33.65146,0,34.94078,-8.1524,1,0
45.2246,0,46.64735,-8.46991,1,0
48.21601,0,49.30063,-21.9,1,0
40.38036,0,41.29715,-0.96148,1,0
39.84376,0,40.94098,-25.2411,1,0
57.14687,0,59.02383,-33,0,0
40.0263,0,41.22597,-1.46409,0,0
38.56646,0,39.5797,-1.27211,0,0
32.88409,0,33.8453,-1.2533,0,0
22.75253,0,23.27148,-1.14326,0,0
24.81367,0,25.32932,-0.81043,0,0
26.7064,0,27.2292,-0.73845,0,0
23.96541,0,24.55221,-0.82146,0,0
23.97487,0,24.52672,-0.72381,0,0
22.20708,0,22.7136,-0.63468,0,0
22.62049,0,23.12224,-0.69474,0,0
23.1311,0,23.79498,-0.91799,0,0
24.87627,0,25.57708,-1.00019,0,0
27.62199,0,28.49391,-1.37493,0,0
31.19735,0,32.30208,-1.4819,0,0
31.15418,0,32.37471,-1.55215,0,0
33.20241,0,34.48168,-1.87678,0,0
31.61365,0,32.70941,-1.43325,0,0
31.03939,0,32.1585,-1.24867,0,0
29.06871,0,29.82629,-0.91059,0,0
29.12488,0,29.76179,-1.02092,0,0
29.01341,0,29.59646,-0.81504,0,0
29.02848,0,29.50049,-19.1,0,0
41.38524,0,42.0924,-1.14472,0,0
31.9321,0,32.62372,-24.81993,0,0
31.55618,0,32.37195,-1.09221,0,0
35.48862,0,36.26839,-1.05109,0,0
35.05463,0,35.68627,-1.30433,0,0
31.00946,0,31.53932,-0.8392,0,0
25.80831,0,26.30817,-0.98119,0,0
30.61829,0,31.20494,-0.85478,0,0
27.83471,0,28.4754,-0.75867,0,0
29.85659,0,30.4908,-0.69558,0,0
28.97344,0,29.65552,-0.77075,0,0
27.27537,0,27.90319,-0.65629,0,0
26.95216,0,27.56972,-0.7597,0,0
27.72123,0,28.46123,-0.91425,0,0
27.31571,0,27.96735,-0.88235,0,0
27.66818,0,28.60943,-1.06531,0,0
28.01769,0,29.28833,-1.57067,0,0
28.68341,0,29.78547,-1.49683,0,0
29.95478,0,31.01551,-1.27477,0,0
28.78475,0,29.67194,-1.32357,1,0
27.69566,0,28.4233,-1.03637,1,0
29.30888,0,30.04806,-0.92302,1,0
17.76012,-131,28.83685,-2.7855,1,0
18.32721,-134,27.4339,-2.836,0,0
28.31384,-133,29.26902,-2.57088,1,0
22.06244,-130,36.31317,-1.5013,0,0
27.40318,-65.76094,30.99821,-0.26317,0,0
31.94646,-99.05861,33.31464,-0.87383,0,0
30.55651,-7.99274,31.72722,-0.32484,0,0
27.23671,-3.44061,27.50905,-0.47718,0,0
21.82671,0,22.10748,-0.51773,0,0
26.7547,0,27.12908,-0.54405,0,0
27.25139,0,27.44349,-0.27378,0,0
26.36282,0,26.67761,-0.31959,0,0
25.38329,0,25.73591,-0.44105,1,0
26.30213,0,26.71351,-0.5016,1,0
25.96281,0,26.40644,-0.59599,0,0
25.15669,0,25.56314,-0.60381,0,0
22.82625,0,23.10583,-1.1383,0,0
21.48631,0,21.99213,-1.07106,0,0
14.57044,0,15.10516,-0.75251,0,0
0.40063,-6.22638,0.41344,-0.63206,1,1
13.11981,0,13.62248,-0.71483,0,0
-17.03391,-5.23415,-16.42297,-0.61093,1,1
-15.49071,-5.54435,-15.49071,0,1,1
-14.58289,-14.78031,-13.96927,-0.39173,1,1
-14.97404,-10.56754,-9.75608,-0.82504,1,1
12.50379,0,12.87988,-0.66449,1,0
0.00992,0,0.0102,-0.58705,1,1
0.01103,0,0.01126,-0.34766,1,1
24.04759,0,24.22931,-0.35436,0,0
27.9339,0,28.29036,-0.44431,0,0
26.36816,0,26.84055,-0.51819,0,0
25.52862,0,26.03632,-0.69999,1,0
22.50614,0,22.92101,-0.66792,1,0
11.51382,0,11.7189,-0.61549,1,0
-30.70599,0,-29.53919,-1.1668,1,1
0.34201,-3.14721,3.51595,-0.48536,1,0
-33.26899,-45,0.01964,-0.5222,1,0
-38.36785,-45,0.00426,-0.57219,1,0
16.15231,0,16.56307,-0.54335,0,0
10.4352,0,10.68524,-0.63655,0,0
17.76627,0,18.22742,-1.2544,0,0
21.83956,0,22.54523,-1.11138,0,0
-12.11265,-15.61516,3.5718,-1.11263,1,0
-15.99503,-17.68027,0.753,-0.71103,1,0
-14.28532,-16.72587,-6.74328,-0.32031,1,0
-14.26106,-17.36656,-6.81347,-0.32909,1,0
-11.93391,-16.99727,3.96049,-0.77505,1,0
-14.39096,-16.6041,-1.70615,-0.75564,1,0
-16.22744,-14.77662,-10.36306,-0.52748,1,0
-16.05914,-18.39195,0.43228,-0.54795,1,0
-16.20542,-11.3071,-9.94899,-0.52133,1,0
0.01036,0,0.01075,-0.64286,0,0
19.90082,0,20.18339,-0.31717,0,0
26.90891,0,27.31591,-0.52776,1,0
22.52826,0,22.87133,-0.46495,1,0
22.69946,0,23.15326,-0.64671,1,0
22.10906,0,22.69924,-0.88145,0,0
21.0305,0,21.58524,-0.7834,0,0
19.56925,0,19.96251,-1.14948,0,0
24.03411,0,24.62511,-0.77876,0,0
25.48325,0,26.1474,-0.74476,0,0
25.29393,0,26.00651,-0.85146,0,0
28.64093,0,29.36929,-0.86746,0,0
25.64494,0,26.23523,-0.90287,0,0
28.61232,0,29.241,-0.79305,0,0
17.98987,0,18.65008,-0.87456,0,0
-16.06936,-21.44825,-8.91404,-0.89932,1,0
-16.04329,-19.70571,0.71174,-0.19064,1,0
-17.02062,-19.18334,-16.41906,-0.90141,1,1
-14.64524,-17.28153,-9.04197,-0.48827,1,0
-14.95674,-14.24196,-10.00547,-0.67409,1,1
14.55899,-2.95766,15.20362,-1.18494,0,0
22.81483,0,23.83995,-1.30251,0,0
15.35503,0,16.05,-1.0207,0,0
20.14141,0,21.01786,-1.30934,1,1
25.59889,0,26.51086,-30.5,1,0
32.88735,0,33.58936,-1.01534,1,1
32.64685,0,33.4154,-0.90179,0,0
29.11992,0,29.72634,-0.8403,0,0
26.41621,0,27.01873,-0.99644,0,0
26.73851,0,27.441,-1.05763,0,0
22.26893,0,22.81419,-0.99558,0,0
21.77929,0,22.30114,-0.80729,0,0
23.22599,0,23.75331,-0.60539,0,0
24.35933,0,24.97112,-0.70541,0,0
21.25709,0,21.78427,-0.66309,0,0
25.59081,0,26.22815,-0.69757,0,0
21.97274,0,22.5964,-0.69379,0,0
21.48412,0,22.06894,-0.79714,0,0
0,0,0,-1.07635,1,1
-270.41776,-92.21492,-182.7534,-9.2656,1,1
-44.39055,-16.97641,-42.20838,-2.18217,1,1
-16.36246,-8.55485,-10.87205,-0.57597,1,1
-16.26772,-16.62671,-8.07615,-0.43288,1,0
-11.54715,-16.8414,5.09442,-1.15186,1,0
17.92552,-3.33683,21.52357,-1.31866,0,0
20.88753,-3.04433,24.24676,-1.53303,0,0
22.55852,-2.19737,23.66609,-1.24789,1,1
24.3198,0,25.33576,-1.45865,1,1
34.82003,0,36.01948,-6.66377,1,1
23.56385,-1021.43278,37.39412,-23.6493,1,1
-99.13324,-224.97007,35.93326,-3.68189,0,0
28.92855,-6.03494,35.62789,-1.0222,0,0
28.97208,-1.33733,29.64806,-0.90983,0,0
22.57324,0,23.27138,-1.03959,0,0
22.45084,0,23.0857,-0.89478,0,0
24.37161,0,24.96835,-0.72901,0,0
24.20121,0,24.87277,-0.79584,0,0
26.14639,0,26.98007,-1.03741,0,0
26.15201,0,26.95528,-0.86715,0,0
24.14618,0,24.80092,-0.80271,0,0
22.79663,0,23.45574,-0.958,0,0
25.73156,0,26.3481,-0.8565,0,0
22.0788,0,22.89144,-1.31291,0,0
19.40993,0,20.42505,-1.41916,0,0
21.7908,0,23.05661,-1.49391,0,0
24.35322,-11.85418,27.6489,-2.18543,1,0
24.44175,-21.13426,39.99759,-2.85111,1,0
21.5447,-39.57998,33.59655,-3.77659,1,0
23.06519,-32.8487,41.80593,-3.21519,1,0
24.96283,-142,54.91971,-8.94587,1,0
26.67408,-303.63839,37.12047,-20.4762,1,0
34.04327,-161.43001,38.51684,-23.49897,1,0
41.96262,-100.015,43.77034,-28.15777,1,0
43.79272,-99.292,48.51242,-12.245,1,0
33.66203,-6.32429,39.92669,-1.52525,0,0
33.84364,-6.24235,36.39878,-1.67886,0,0
34.14421,-10.41585,37.39714,-1.52666,0,0
18.31157,-24.22126,22.92928,-1.36856,0,0
22.00197,-0.35867,22.92928,-1.00027,0,0
24.28423,0,25.04303,-1.04368,0,0
25.927,0,26.63276,-0.92998,0,0
26.26738,0,27.01294,-0.90133,0,0
25.96879,0,26.70038,-0.76093,0,0
26.21581,0,26.97655,-0.88729,0,0
26.44668,0,27.32095,-1.22646,0,0
25.49626,0,26.30108,-1.18639,0,0
22.42714,0,23.39572,-1.26675,0,0
24.6401,0,24.6401,-1.30746,0,0
26.24964,-1.25519,27.57315,-1.57229,0,0
25.09252,-0.25884,26.26389,-1.67199,0,0
23.00911,-131.97112,23.92297,-6.60673,1,0
23.15664,-117.72072,28.45106,-5.22245,1,0
30.29271,-66.88984,34.34048,-10.5327,1,0
30.58853,-149.67047,35.44148,-6.98328,1,0
28.01046,-5.90793,31.14335,-1.98664,1,0
30.45397,-5.09887,35.11229,-1.93954,1,1
32.58912,0,34.03208,-1.64284,1,1
-54.29637,-180.23306,36.13336,-4.19008,1,1
20.10266,-29.59175,34.49816,-1.42996,0,0
22.22354,-16.26352,32.86492,-1.24534,0,0
25.08145,-15.12081,29.81689,-1.00948,0,0
19.84559,-11.18594,24.03392,-0.77192,0,0
22.19468,0,22.75911,-0.85591,0,0
22.31875,0,22.92394,-0.72618,0,0
22.07949,0,22.68519,-0.69459,0,0
24.5864,0,25.32591,-1.00801,0,0
25.74649,0,26.64085,-1.12608,0,0
27.04248,0,28.04363,-1.06509,0,0
24.80822,0,25.59132,-1.08031,0,0
28.00886,0,28.80385,-1.42158,0,0
26.60677,0,27.77614,-1.6485,0,0
16.89593,-4.03921,21.4861,-1.35576,0,0
19.27833,-2.6384,21.718,-1.57693,0,0
25.98616,0,27.41734,-1.54302,1,1
25.12951,0,26.49953,-1.39966,1,1
26.98436,0,28.28846,-1.34015,1,1
28.20734,0,29.58295,-2.22611,0,0
37.558,-115.01963,39.17596,-19.07753,1,0
33.83908,-10.03625,35.36324,-2.43674,0,0
32.88649,0,34.03342,-1.98307,1,1
38.85691,0,40.10829,-1.83648,1,1
33.65,-1.22345,33.65,-1.08803,0,0
34.47616,-7.19,35.73588,-1.29356,0,0
33.65,-0.77976,33.65,0,0,0
26.24365,0,26.88347,-0.69442,0,0
27.53138,0,28.24021,-0.98644,0,0
28.46815,0,29.2011,-0.73295,0,0
22.92675,0,23.41615,-0.73295,1,1
24.40785,0,24.98244,-0.58018,0,0
23.20844,0,23.74508,-0.66114,0,0
24.69183,0,25.26018,-0.69849,0,0
25.07358,0,25.76935,-0.81176,0,0
25.03824,0,25.83937,-0.84099,0,0
21.32937,0,22.02765,-0.9881,0,0
24.21744,0,25.2818,-1.24388,0,0
24.19679,0,25.18813,-1.21293,0,0
10.3844,-23.00488,25.16748,-0.92338,1,0
8.16932,-24.28391,23.0801,0,1,0
26.83365,0,26.83365,0,0,0
28.28299,-2.70581,28.28299,0,1,1
34.63092,0,35.10484,-0.54798,0,0
38.00693,0,38.47634,-0.49855,0,0
25.65329,-11.32062,33.96728,0,1,0
21.64736,-14.76226,31.59107,0,1,1
35.16,0,35.16,0,1,1
33.59626,0,33.1226,0.43639,0,0
42.02228,0,42.13183,-0.10954,1,0
30.78477,0,30.73867,-0.01964,1,0
29.33483,0,29.49706,-0.16223,0,0
23.55646,0,23.75122,-0.3322,0,0
19.93416,0,19.94214,-0.10572,1,0
18.37255,0,18.40753,-0.03699,0,0
21.01056,0,21.18,-0.25974,0,0
21.41585,0,21.53862,-0.15212,0,0
25.05121,0,25.42496,-0.37797,0,0
25.56902,0,25.7389,-0.21141,0,0
26.31971,0,26.68259,-0.43422,0,0
24.93773,0,25.17183,-0.57812,0,0
21.71801,0,22.28631,-0.6181,1,0
20.27973,0,20.71897,-0.59276,1,0
20.24963,0,20.85871,-0.86364,0,0
23.76047,-2.2983,24.40976,-0.76138,0,0
29.75484,-0.9051,30.40863,-0.74431,0,0
29.77652,0,29.7082,0.03548,0,0
30.69956,0,30.43779,0.20555,0,0
32.88405,-0.67005,32.68793,0.09256,0,0
28.49986,0,28.39763,0.10223,0,0
30.31873,0,30.32176,-0.09572,1,0
